NA,"Shamsher Singh","Naam Japandari Lali",00:00:00,"http://sgpc.net/puratan-kirtan/SHAMSHER SINGH/14_Bhai_ShemSher_Singh_Jee_Bhai_MohanPal_Singh_Jee_Gur_Darshan_Dekh_Nihalae%5B1%5D.mp3",3569
1703745093,"Vadde Mahapurkh","piratham bhagauatee simar kai gur naanak liee(n) dhiaai ||",00:00:00,https://www.gurmatveechar.com/audios/Katha/01_Puratan_Katha/Sant_Gurbachan_Singh_%28Bhindran_wale%29/Chandi_Di_Vaar/Sant.Gurbachan.Singh--Chandi.Di.Vaar.Viakhya.part.1.mp3,5894
